approach,model,level,question_id,question_text,auto_passed,auto_detail,answer,errors
b2_rag_cypher,gpt-4o,L5,L5_q013_end_of_day_evacuation,"How did the end-of-day evacuation go? Describe the departure pattern from 17:00 onwards — which areas emptied first, how the gates handled the outflow",True,coverage=2/4=0.50 (threshold=0.5),"The end-of-day evacuation from 17:00 onwards proceeded primarily through the main entrance and the parking lot gates. At 17:00, the Gate_MainEntrance saw 243 exits, while Gate_ParkingLot had 153. The pattern continued similarly at 18:00 with Gate_MainEntrance having 239 exits and Gate_ParkingLot 146 exits. The flow significantly decreased after 19:00, with exits dropping at both gates and no notab",
b2_rag_cypher,gpt-4o,L5,L5_q014_venue_design_feedback,"If you were the venue designer looking at this data, what would you change about the layout? Which areas need more space, which need better flow, and ",False,coverage=1/4=0.25 (threshold=0.4),"The main entrance gate, with 2,951 entry/exit events, indicates a high traffic area that may benefit from increased space or improved flow. The Keynote Hall Door A is also a significant entry point with 1,596 events, suggesting a need for better access management. The Keynote Hall Stage experienced a peak crowd of 500, indicating it might require more space for better attendee comfort. Adding food",
b2_rag_cypher,gpt-4o,L5,L5_q015_vip_experience_report,"Write a report on the visitor experience at the demo booths today — were they well-attended, which one drew more interest, and how did the crowd flow ",False,coverage=1/4=0.25 (threshold=0.5),"The demo booths at the venue were well-attended on December 8, 2025. ""DemoBooth_NVIDIA"" had a higher average head count of approximately 15.52 and a peak head count of 86, indicating more interest compared to ""DemoBooth_Intel"" with an average head count of approximately 10.65 and a peak head count of 53. Both booths experienced a total of 86,400 crowd events. There were no recorded entry or exit e",
b2_rag_hybrid,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,How many car_entry events were recorded at Gate_ParkingLot on 2025-12-08 (UTC)?,True,match,"A total of 381 car entry events were recorded at Gate_ParkingLot on December 8, 2025 (UTC). This figure highlights the significant vehicular movement as a part of the overall activity captured by the CCTV at this location, where the larger context includes other event types such as person entries and exits during the day's operations.",
b2_rag_hybrid,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,How many person_entry events were recorded at KeynoteHall_DoorA on 2025-12-08 (UTC)?,False,expected=782.0 got=8.0,"On December 8, 2025, there were 782 person entry events recorded at KeynoteHall_DoorA. The observation period for CCTV activity on this day spanned from 08:00:13 to 15:59:56 UTC, during which person entries and exits were the most prevalent event types, reflecting high foot traffic within this timeframe.",
b2_rag_hybrid,gpt-4o,L1,L1_q004_total_events_in_summit_day,How many total events of any type were recorded across all cameras during the entire day of 2025-12-08 (UTC)?,True,match,"A total of 437,940 events of various types were recorded across all cameras on December 8, 2025 (UTC). The day's surveillance involved multiple time frames and locations, capturing a diverse array of activities. Notable time-specific activity spikes included heavy person entry and exit movements, supplementing the overall high volume of recorded events.",
b2_rag_hybrid,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,How many distinct object_id values were tracked at Gate_MainEntrance across all entry/exit events on 2025-12-08 (UTC)?,False,expected=2951.0 got=8.0,"On December 8, 2025, a total of 2,951 distinct object_id values were tracked at Gate_MainEntrance across all entry and exit events. The significant volume of these events highlights the busy nature of this entry point, with the bulk of activity composed of person entries and exits.",
b2_rag_hybrid,gpt-4o,L1,L1_q006_active_cameras_during_keynote,How many distinct cameras produced at least one event between 09:00 and 10:00 UTC on 2025-12-08 (the morning keynote hour)?,True,match,"Eight distinct cameras produced at least one event between 09:00 and 10:00 UTC on December 8, 2025. During the surrounding hours at the KeynoteHall, there was substantial activity with a peak number of events, primarily person entries and exits, contributing to a vibrant atmosphere typical of a major keynote event day.",
b2_rag_hybrid,gpt-4o,L1,L1_q007_cars_into_parking_lot,How many cars came into the parking lot during the day?,False,expected=381.0 got=0.0,"No cars came into the parking lot during the day. This is supported by the precise count from structured data, indicating zero car entries.",
b2_rag_hybrid,gpt-4o,L1,L1_q008_people_through_main_gate,"How many people in total went through the main entrance gate, counting both people arriving and people leaving?",True,match,"A total of 2,883 people went through the main entrance gate, accounting for both arrivals and departures. This figure highlights significant foot traffic activity at this entrance. On December 8, 2025, during the peak morning hours, the focus of activity was on person entries and exits, consistent with typical commuter patterns.",
b2_rag_hybrid,gpt-4o,L1,L1_q009_total_cameras_at_venue,How many cameras are deployed at this venue?,True,match,"There are 8 cameras deployed at this venue. These cameras cover diverse locations such as the DemoBooth, ExpoFloor, FoodCourt, and KeynoteHall, facilitating the monitoring of significant activities including person entries and exits. Throughout the day of December 8, 2025, CCTV captured substantial foot and vehicle traffic dynamics, reflecting the venue's active and engaging environment.",
b2_rag_hybrid,gpt-4o,L1,L1_q010_person_exits_main_gate,How many people left through the main entrance gate today?,True,match,"Today, 1,352 people exited through the main entrance gate. There was significant foot traffic recorded throughout various periods, reflecting a busy day at this location. The community summaries highlight complementary activity patterns, including both entries and exits, indicating consistent usage of the main entrance throughout the day.",
b2_rag_hybrid,gpt-4o,L1,L1_q011_car_exits_parking,How many cars drove out of the parking lot?,False,expected=397.0 got=8.0,"No cars drove out of the parking lot according to the specific Cypher query results. However, across various camera locations and time frames on December 8, 2025, there were instances of car exits recorded: 312 at the Gate_ParkingLot between 07:00 and 18:59 UTC, 2 at the Gate_MainEntrance between 08:00 and 12:59 UTC, and additional scattered exits as highlighted in community summaries. This reflec",
b2_rag_hybrid,gpt-4o,L1,L1_q012_crowd_events_expo,How many crowd readings were taken on the expo floor today?,True,match,"A total of 86,400 crowd readings were taken on the expo floor today. During the event, extensive CCTV coverage spanned multiple areas, recording a variety of activities including entries and exits, signifying a bustling atmosphere throughout the day.",
b2_rag_hybrid,gpt-4o,L1,L1_q013_total_car_entries,"In total, how many cars entered the venue today across all gates?",True,match,"A total of 419 cars entered the venue today across all gates. During the day, this activity was part of a broader set of events recorded by CCTV, which included significant foot traffic and various other happenings across multiple camera locations.",
b2_rag_hybrid,gpt-4o,L1,L1_q014_people_at_intel_booth,How many person entry events happened at the Intel demo booth area?,True,match,"There were zero person entry events at the Intel demo booth area. While the broader event context from community summaries highlights that person entries and exits were among the dominant event types across various locations, the specific Intel demo booth area saw no such entry activity recorded.",
b2_rag_hybrid,gpt-4o,L1,L1_q015_food_court_crowd_readings,How many times was the food court crowd measured today?,False,expected=86400.0 got=0.0,"The food court crowd was not measured at all today, as indicated by the Cypher row showing zero crowd samples. Despite the overall bustling environment captured by CCTV across various event locations, including the FoodCourt_North, no specific crowd measurement was recorded for the food court itself.",
b2_rag_hybrid,gpt-4o,L1,L1_q016_keynote_door_total_flow,"What was the total number of people going through the keynote hall door, both in and out?",False,expected=1596.0 got=8.0,"The precise number of people going through the keynote hall door, both in and out, was zero according to the Cypher data. However, community summaries suggest a vibrant activity at KeynoteHall_DoorA on December 8, 2025, with a combination of 680 entries and 685 exits, reflecting a total of 1,365 movements. Despite this apparent discrepancy, the exact count remains zero as per the trusted data sour",
b2_rag_hybrid,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,What was the peak head_count observed at DemoBooth_NVIDIA on 2025-12-08 (UTC)?,False,exceeds_1pct (expected=86.0 got=8.0),"The peak head count observed at DemoBooth_NVIDIA on December 8, 2025, was 86. This peak occurred amidst a bustling day at the venue, which saw significant activity across multiple locations and a diverse set of events spanning entries, exits, and some vehicle movements. Overall, the day's activity captured various dynamics, with a notable flurry of entries and exits contributing to the fluctuating",
b2_rag_hybrid,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,What was the average head_count at FoodCourt_North during lunch hours 12:00 to 14:00 UTC on 2025-12-08?,False,exceeds_1pct (expected=120.01 got=8.0),"The average head count at FoodCourt_North during lunch hours (12:00 to 14:00 UTC) on December 8, 2025, was approximately 120.01. This period was part of a day that saw a dynamic flow of people across multiple event spaces, indicating significant activity and engagement levels in the vicinity, reflecting the vibrant environment of the venue.",
b2_rag_hybrid,gpt-4o,L2,L2_q003_avg_confidence_all_events,What was the average detection confidence across all events on 2025-12-08 (UTC)? Report to two decimal places.,False,exceeds_1pct (expected=0.9 got=8.0),"The average detection confidence across all events on December 8, 2025 (UTC) was 0.91. This date experienced high levels of activity across various camera locations, with notable events like person entries and exits being predominant, indicating a busy surveillance day.",
b2_rag_hybrid,gpt-4o,L2,L2_q004_low_confidence_events_count,How many events on 2025-12-08 (UTC) had a detection confidence below 0.85?,False,exceeds_1pct (expected=30467.0 got=8.0),"On December 8, 2025, there were 231 events recorded with a detection confidence below 0.85. This day featured significant CCTV activity across various locations, capturing a mixture of entries and exits involving both individuals and vehicles. The most prominent activities consisted of person entries and exits, aligning with patterns observed during morning hours at various monitored sites.",
b2_rag_hybrid,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,What was the net person flow (person_entry events minus person_exit events) at Gate_MainEntrance on 2025-12-08 (UTC)?,False,exceeds_1pct (expected=179.0 got=8.0),"The net person flow at Gate_MainEntrance on December 8, 2025, was 179, calculated as the difference between person entry events and person exit events. During the morning hours, the area experienced substantial foot traffic, with a significant number of entries and exits indicating bustling activity. Peak and average head count data were not available, but the total volume of events suggests a hig",
b2_rag_hybrid,gpt-4o,L2,L2_q006_busiest_moment_nvidia,How packed did the NVIDIA booth get at its busiest moment?,True,within_1pct (expected=86.0 got=86.0),"The NVIDIA booth experienced its busiest moment with a peak head count of 86 people. During the event, significant foot traffic was also observed overall, with dominant event types being person entries and exits recorded across multiple camera locations, contributing to a dynamic and bustling environment.",
b2_rag_hybrid,gpt-4o,L2,L2_q007_low_confidence_detections,"How many detections had low confidence today, say below 85%?",True,within_1pct (expected=30467.0 got=30467.0),"There were 30,467 detections with a confidence level below 85% today. Throughout the day, CCTV activity included a high volume of person entries and exits, as well as car movements, across various time slots and camera locations. These activities contribute to the significant number of low-confidence detections, potentially influenced by various environmental and technical factors throughout the d",
b2_rag_hybrid,gpt-4o,L2,L2_q008_lunch_crowd_food_court,How busy was the food court during lunch hours on average?,False,exceeds_1pct (expected=120.01 got=81.87),"The average head count during lunch hours at the food court was approximately 81.87 people. This bustling atmosphere was part of a broader context where significant foot traffic was observed across various locations, indicating high engagement in the area during the event. The peak head count reached 500 in the wider venue, showcasing periods of intense activity amidst the consistent flow of peopl",
b2_rag_hybrid,gpt-4o,L2,L2_q009_min_crowd_keynote,What was the quietest moment at the keynote stage — the lowest crowd count recorded?,False,exceeds_1pct (expected=0.0 got=8.0),"The quietest moment at the keynote stage, inferred from the community summaries, likely occurred during the timeframe from 16:00:57 to 16:58:54 UTC on December 8, 2025. This period recorded low activity with only 16 person entries and 11 exits, alongside minimal vehicular movement, suggesting a lull in crowd density at the KeynoteHall_Stage.",
b2_rag_hybrid,gpt-4o,L2,L2_q010_peak_expo_floor,What was the biggest crowd the expo floor saw at any moment?,False,exceeds_1pct (expected=209.0 got=500.0),"The biggest crowd on the expo floor was 500 people at its peak. This occurred amidst a bustling backdrop of activity across multiple camera locations, with the expo floor being one of the focuses for entries and exits. The event saw a range of activities including demos, keynote speeches, and a high level of foot traffic, indicative of the event's popularity and diverse attractions.",
b2_rag_hybrid,gpt-4o,L2,L2_q011_avg_confidence_entries,"On average, how confident were the detections for people entering the main gate?",False,exceeds_1pct (expected=0.92 got=91.51),"On average, the confidence level for detecting people entering the main gate was 91.51%. This high confidence level suggests a reliable detection system, supported by the significant volume of foot traffic reported for events at the main entrance, which included 470 person entries out of a total of 930 events during a busy morning period on December 8, 2025.",
b2_rag_hybrid,gpt-4o,L2,L2_q012_evening_crowd_food,"How crowded was the food court during dinner time, say 5 PM to 7 PM?",False,exceeds_1pct (expected=99.96 got=5.0),"During dinner time from 5 PM to 7 PM on December 8, 2025, the food court experienced significant activity. The average head count was approximately 100 people around 5 PM and slightly decreased to 99.83 by 6 PM. Peak head counts reached 119 at 5 PM and slightly increased to 121 by 6 PM. The lively atmosphere was part of the bustling environment throughout the event, as evidenced by multiple active",
b2_rag_hybrid,gpt-4o,L2,L2_q013_max_people_one_hour_gate,What was the most people that entered the main gate in any single hour?,True,within_1pct (expected=334.0 got=334.0),"The most people that entered the main gate in a single hour was 334, occurring between 09:00 and 09:59 UTC on December 8, 2025. This period stood out amid significant foot traffic throughout the morning at the Gate_MainEntrance, indicating a high surge in entries at that specific time. Despite the substantial volume of 930 events in the morning hours, the peak entry figure clearly marks 09:00 to 0",
b2_rag_hybrid,gpt-4o,L2,L2_q014_avg_intel_crowd,What was the average crowd at the Intel booth throughout the day?,True,within_1pct (expected=10.65 got=10.65),"The average crowd at the Intel booth throughout the day was approximately 10.65 people. This activity took place within a larger context of significant movement across various locations at the event, including DemoBooth_Intel, with predominant person entries and exits substantially contributing to the event's dynamic flow.",
b2_rag_hybrid,gpt-4o,L2,L2_q015_total_people_entered_venue,"Roughly how many people entered the venue in total today, counting all gates?",True,within_1pct (expected=2601.0 got=2601.0),"A total of 2,601 people entered the venue today, counting all gates. This substantial influx reflects significant foot traffic observed across multiple entry points, spanning the entire day with various peak periods and diverse points of activity.",
b2_rag_hybrid,gpt-4o,L3,L3_q001_peak_per_booth,"For each demo booth (DemoBooth_NVIDIA and DemoBooth_Intel), what was the peak head_count observed on 2025-12-08 (UTC)?",True,all_keys_and_values_matched (rows=2),"On December 8, 2025, the peak head count for DemoBooth_NVIDIA was 86, while DemoBooth_Intel saw a peak head count of 53. This was amidst a bustling day at the event, with various activity hotspots and a notable peak head count of 500 across the venue during key periods.",
b2_rag_hybrid,gpt-4o,L3,L3_q002_event_counts_by_type,"For 2025-12-08 (UTC), how many events were recorded for each event_type? List every event_type with its count.",True,all_keys_and_values_matched (rows=5),"On December 8, 2025 (UTC), the recorded event counts for each event type were as follows: 'car_entry' events totaled 419, 'car_exit' events numbered 427, 'crowd' events reached a count of 432,000, 'person_entry' events were 2,601, and 'person_exit' events were 2,493. These figures provide a comprehensive overview of the day's activities, where a substantial focus on 'crowd' events indicates signif",
b2_rag_hybrid,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,Show the hour-by-hour person_entry count at Gate_MainEntrance on 2025-12-08 (UTC). List each UTC hour (00 through 23) with its count.,True,all_keys_and_values_matched (rows=24),"Here is the hour-by-hour person entry count at Gate_MainEntrance on December 8, 2025 (UTC):

- 00:00: 13
- 01:00: 18
- 02:00: 8
- 03:00: 12
- 04:00: 8
- 05:00: 15
- 06:00: 10
- 07:00: 7
- 08:00: 311
- 09:00: 334
- 10:00: 9
- 11:00: 12
- 12:00: 154
- 13:00: 14
- 14:00: 8
- 15:00: 13
- 16:00: 12
- 17:00: 268
- 18:00: 255
- 19:00: 14
- 20:00: 12
- 21:00: 11
- 22:00: 7
- 23:00: 6

The morning hours be",
b2_rag_hybrid,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,"For each crowd-mode camera_location on 2025-12-08 (UTC), report the average head_count over the full day.",True,all_keys_and_values_matched (rows=5),"On December 8, 2025, the average head count at various camera locations was as follows: 'ExpoFloor_MainAisle' saw an average of 49.36 people, 'DemoBooth_NVIDIA' had an average of 15.52, 'DemoBooth_Intel' recorded 10.65, 'KeynoteHall_Stage' averaged 57.4, and the 'FoodCourt_North' experienced an average of 23.07. Throughout the day, the event activity varied in intensity, with significant movements",
b2_rag_hybrid,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,What were the top 3 UTC hours on 2025-12-08 by total head_count summed across all crowd cameras? List the hour and its total head_count for each of th,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]","On December 8, 2025, the top three UTC hours by total head count across all crowd cameras were as follows: 

1. 16:00 UTC with a total head count of 657.08.
2. 14:00 UTC with a total head count of 572.07.
3. 09:00 UTC with a total head count of 468.29. 

During these peak hours, person entries and exits were the predominant activities recorded, indicating substantial pedestrian movement, particula",
b2_rag_hybrid,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,"Show me when people were arriving at the main entrance throughout the day, broken down hour by hour.",False,"missing_keys=['10', '13', '14', '16', '18'] missing_numbers=[13.0, 18.0, 15.0, 1","Throughout December 8, 2025, people arrived at the main entrance in varying numbers hour by hour. The highest influx was observed at 09:00 UTC with 334 arrivals, followed closely by 08:00 UTC when 311 people arrived. Another significant peak occurred later in the afternoon with 268 arrivals at 17:00 UTC. From 12:00 to 12:59 UTC, 154 entries were recorded, contributing to the bustling foot traffic ",
b2_rag_hybrid,gpt-4o,L3,L3_q007_crowd_hotspots,Which areas of the venue had the most crowd activity? Rank them by their average crowd size.,True,all_keys_and_values_matched (rows=5),"The areas of the venue with the most crowd activity, ranked by their average crowd size, are as follows: KeynoteHall_Stage (57.40), ExpoFloor_MainAisle (49.36), FoodCourt_North (23.07), DemoBooth_NVIDIA (15.52), and DemoBooth_Intel (10.65). The KeynoteHall_Stage saw the highest average crowd size, reflecting its role as a central hub during the event. ExpoFloor_MainAisle followed closely, suggesti",
b2_rag_hybrid,gpt-4o,L3,L3_q008_event_volume_by_hour,How does activity change throughout the day across the whole venue? Show the total number of events per hour.,False,"missing_keys=['03', '06', '10', '11', '13'] missing_numbers=[18358.0, 19003.0, 1","Throughout the day, activity at the venue varied, peaking around distinct hours. According to the precise counts, the most active periods in terms of total events per hour were at 08:00 UTC with 19,292 events and 17:00 UTC with 18,807 events. Early morning and late afternoon show elevated activities, likely due to keynotes and exhibitions drawing crowds as suggested by community summaries highligh",
b2_rag_hybrid,gpt-4o,L3,L3_q009_crowd_surge_timeline,Show me how the crowd size changed at the keynote stage throughout the day — give me the average crowd for each hour.,False,"missing_keys=['02', '04', '10', '11', '14'] missing_numbers=[7.0, 7.3, 7.1, 7.2,","Throughout the day at the keynote stage, crowd size varied significantly. Initially, between 08:00 and 15:59 UTC, there was a high volume of activity with a total of 1,376 events, indicating substantial fluctuations as people moved in and out, pointing to active engagement during keynote addresses. The peak crowd presence occurred within this period, suggestive of popular sessions drawing large nu",
b2_rag_hybrid,gpt-4o,L3,L3_q010_entry_exit_balance,"For each gate, how many people came in versus how many went out during the day? I want to see if the numbers balance.",False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]","At the Gate_MainEntrance, 1,531 people entered while 1,352 exited, showing more entries than exits by 179. For Gate_ParkingLot, there were 288 entries versus 327 exits, indicating more exits than entries by 39. At KeynoteHall_DoorA, 782 people entered and 814 exited, again reflecting more exits than entries by 32. The community summaries highlight significant foot traffic at each location, with no",
b2_rag_hybrid,gpt-4o,L3,L3_q011_busiest_camera_per_hour,"For each hour of the day, which camera location had the highest crowd? Show me the winning location and its average crowd size for each hour.",False,"missing_keys=['KeynoteHall_Stage', 'KeynoteHall_Stage', 'KeynoteHall_Stage', 'Ke","Throughout the day on December 8, 2025, different camera locations observed varying levels in crowd size. During the late-night and early morning hours, from midnight to 8 AM, the Keynote Hall Stage consistently saw an average crowd size of roughly 7 people. The Keynote Hall Stage experienced a significant surge at 9 AM, with an average of 450.19 individuals present. For the commuting hours of 10 ",
b2_rag_hybrid,gpt-4o,L3,L3_q012_car_traffic_by_hour,Break down the car traffic at the parking lot by hour — entries and exits separately.,False,"missing_keys=['car_exit', 'car_exit', 'car_entry', 'car_exit', 'car_entry'] miss","Over the course of December 8, 2025, car traffic in the parking lot displayed a noticeable pattern. From 07:00 to 18:59 UTC, there were approximately 298 car entries and 312 car exits. The activity seemed to be consistent throughout the day, with no significant peaks reported. Between 09:00 and 09:59 UTC, activity included a lower number of car entries and exits, with 5 and 4 respectively. Earlier",
b2_rag_hybrid,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,Give me the NVIDIA booth's crowd numbers hour by hour.,False,"missing_keys=['13', '14', '17', '18', '21'] missing_numbers=[45.0]","The NVIDIA booth experienced varying crowd numbers throughout December 8, 2025. During early morning hours (midnight to 09:00), the average head count hovered around 3 to 4 individuals per hour, with peak counts reaching between 15 and 19. Activity peaked significantly between 10:00 and 11:00, with an average head count of around 60 and a peak of 75 individuals. A subsequent notable increase was o",
b2_rag_hybrid,gpt-4o,L3,L3_q014_all_gates_person_flow,"For each gate location, give me the total number of people who entered and exited.",False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'per","For the Gate_MainEntrance, a total of 1,531 people entered and 1,352 exited. At the Gate_ParkingLot, 288 people entered and 327 exited. Lastly, at KeynoteHall_DoorA, there were 782 entries and 814 exits. The community summaries highlight the high foot traffic at these gates, particularly at the Gate_MainEntrance, which experienced significant activity during morning hours, emphasizing its role as ",
b2_rag_hybrid,gpt-4o,L3,L3_q015_peak_crowd_each_location,What was the peak crowd at each location across the venue?,True,all_keys_and_values_matched (rows=5),"The peak crowd at each location across the venue were as follows: DemoBooth_Intel had a peak of 53 people, DemoBooth_NVIDIA saw 86, ExpoFloor_MainAisle hosted 209 individuals, FoodCourt_North attracted 146, and KeynoteHall_Stage recorded the highest peak with 500 attendees. These crowds formed part of a larger event narrative on December 8, 2025, characterized by significant activity at various lo",
b2_rag_hybrid,gpt-4o,L4,L4_q001_compare_booths,"On 2025-12-08 (UTC), compare the crowd activity at DemoBooth_NVIDIA versus DemoBooth_Intel. Which booth was busier, and approximately what was the rat",True,all_2_facts_satisfied,"On December 8, 2025, the DemoBooth_NVIDIA was busier than DemoBooth_Intel, with an average head count of approximately 15.5 compared to Intel's 10.6. The ratio of their average head counts was about 1.46, indicating that NVIDIA's booth attracted roughly 46% more visitors than Intel's during the monitored period.",
b2_rag_hybrid,gpt-4o,L4,L4_q002_gate_flow_comparison,"On 2025-12-08 (UTC), which gate had higher total person flow (person_entry + person_exit combined) — Gate_MainEntrance or Gate_ParkingLot? State which",True,all_3_facts_satisfied,"On December 8, 2025, the Gate_MainEntrance had a significantly higher total person flow compared to the Gate_ParkingLot. The Gate_MainEntrance recorded a total person flow of 2,883, while the Gate_ParkingLot had a total of 615. This highlights the Gate_MainEntrance as a major thoroughfare, likely due to its position and function as a primary entry point, evidencing robust activity throughout the d",
b2_rag_hybrid,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,"On 2025-12-08 (UTC), compare the morning rush window (08:00-10:00) versus the evening rush window (17:00-19:00) at Gate_MainEntrance for total person ",True,all_3_facts_satisfied,"On December 8, 2025, the morning rush window (08:00-10:00) at Gate_MainEntrance was busier than the evening rush window (17:00-19:00). The total person flow during the morning was 1,191, while in the evening it was 997. Thus, the morning was approximately 194 persons busier than the evening. The morning period typically witnesses significant foot traffic, as reflected by distinct spikes in person ",
b2_rag_hybrid,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,Compare the average head_count at KeynoteHall_Stage between the morning keynote window 09:00-10:00 UTC and the afternoon keynote window 14:00-15:00 UT,True,all_3_facts_satisfied,"On December 8, 2025, the average head_count at KeynoteHall_Stage was higher during the morning keynote window from 09:00-10:00 UTC, with approximately 450.19 attendees, compared to the afternoon keynote window from 14:00-15:00 UTC, which had an average of 399.51 attendees. The morning session demonstrated a higher engagement level, aligning with the recorded peak activity at this time, which saw s",
b2_rag_hybrid,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,"Across all crowd-mode cameras (ExpoFloor_MainAisle, DemoBooth_NVIDIA, DemoBooth_Intel, KeynoteHall_Stage, FoodCourt_North) on 2025-12-08 (UTC), which ",True,all_1_facts_satisfied,"The location with the most extreme peak-to-baseline contrast in head count on December 8, 2025, was the KeynoteHall_Stage, with a ratio of approximately 8.18 between its peak and overnight quiet-hour average head counts. This indicates a significant spike in activity, possibly driven by a scheduled keynote event, where the activity was predominantly characterized by a large number of person entrie",
b2_rag_hybrid,gpt-4o,L4,L4_q006_morning_vs_evening_rush,"Was the morning rush bigger than the evening rush at the main entrance, in terms of how many people came and went?",True,all_3_facts_satisfied,"The morning rush at the main entrance was indeed larger than the evening rush in terms of total flow. The morning period recorded 683 entries and 594 exits, resulting in a total flow of 1,277. In contrast, the evening period had 537 entries and 478 exits, totaling a flow of 1,015. Community summaries highlight significant foot traffic during these times but do not alter the fact that the morning s",
b2_rag_hybrid,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,Which demo booth attracted bigger crowds — NVIDIA or Intel? Roughly how much more popular was the winner?,True,all_2_facts_satisfied,"Both the NVIDIA and Intel demo booths attracted the same crowd size of 86,400 individuals each during the recorded period. Thus, there was no difference in popularity between the two booths according to the precise data. Both booths were central to the event, contributing to a vibrant and bustling atmosphere, as seen from various camera feeds capturing significant attendee movement and activity ac",
b2_rag_hybrid,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,"Did the keynote stage attendance drop off later in the day, or stay similar across the morning and afternoon keynotes?",True,all_2_facts_satisfied,"The keynote stage attendance exhibited a noticeable pattern throughout the day on December 8, 2025. Early in the day, from 08:00 to approximately 16:00 UTC, there was significant activity, with a high volume of person entries and exits, indicating robust attendance during the morning and early afternoon keynotes. However, later in the day, from 16:00 until nearly 17:00 UTC, the attendance notably ",
b2_rag_hybrid,gpt-4o,L4,L4_q009_object_tracking_cross_camera,"Were there any tracked objects (by object_id) that were detected at Gate_MainEntrance AND also at KeynoteHall_DoorA on 2025-12-08? If so, how many uni",False,expected=1564.0 got=1596.0,"Yes, there were 1,596 unique objects detected at both Gate_MainEntrance and KeynoteHall_DoorA on December 8, 2025. The activity at both locations contributed to a high volume of foot traffic, with significant event counts reported, indicating a busy day primarily filled with person entries and exits.",
b2_rag_hybrid,gpt-4o,L4,L4_q010_camera_correlation,Which two crowd camera locations had the most similar hourly activity patterns on 2025-12-08? Compare all pairs of crowd cameras by how closely their ,False,"missing=[""most_similar_pair_includes='DemoBooth'_not_mentioned""]","Based on the community summaries, the crowd cameras likely to have the most similar hourly activity patterns on December 8, 2025, are those represented in [community_5] and [community_7]. Both time ranges (16:00-16:58 and 17:00-17:59 UTC) show significant activities centered around person entries and exits. Although [community_7] features a much larger total event count, the similarity lies in the",cypher_stream: CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxE
b2_rag_hybrid,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,Did people who came through the main entrance also show up at the keynote? How many people were tracked at both locations compared to just the main en,False,"missing=[""overlap_exists='yes'_not_mentioned"", ""main_entrance_mentioned='Gate_Ma","A total of 409 people were tracked at both the main entrance and the keynote, according to the precise data. Comparatively, 1,122 individuals were observed exclusively at the main entrance. This highlights a significant overlap with 409 attendees accessing both areas, indicating the main entrance was a primary gateway, aligning with general high traffic as noted in the community summaries. Overall",
b2_rag_hybrid,gpt-4o,L4,L4_q012_crowd_before_after_keynote,Was the expo floor busier before the morning keynote or after it? Compare the average crowd at the expo floor during 07:00-09:00 versus 10:00-12:00.,True,all_2_facts_satisfied,"The expo floor was significantly busier after the morning keynote than before it. From 07:00 to 09:00, the average crowd was 5.605, while from 10:00 to 12:00, it increased dramatically to 179.94. This surge in foot traffic aligns with the general pattern of activity, where major events like the keynote often result in increased movement across related areas such as the expo floor, illustrated by t",
b2_rag_hybrid,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,"During lunch hours (12-14), did the food court get more crowded than the expo floor, or did people stay at the booths? Compare the average crowd sizes",False,"missing=[""food_court_mentioned='FoodCourt'_not_mentioned""]","During lunch hours, the Expo Floor Main Aisle was notably more crowded than the Food Court North, with an average crowd size of approximately 108.55 compared to 81.91, respectively. This indicates that a greater number of attendees chose to remain engaged with the ongoing activities on the expo floor rather than taking a break at the food court. While the individual demo booths had much smaller av",
b2_rag_hybrid,gpt-4o,L4,L4_q014_parking_car_person_ratio,"At the parking lot gate, what's the ratio of car traffic to pedestrian traffic? Are more cars coming through or more people walking?",True,all_1_facts_satisfied,"Based on the Cypher data, there is an equal amount of car and pedestrian traffic at the parking lot gate, as both total car traffic and total person traffic recorded are zero. In broader terms, and according to community summaries, pedestrian traffic tends to be more significant in the general vicinity, highlighted by a larger number of person entries and exits compared to car activities. This sug",
